"id","user","userID","game","gameIndex","timestamp","isodate","achieved","total","percent","common","mangled","passphrase","random","predictable","overallTendency","overallRatings","overallScores","overallGuessesLog10","overallGuesses","commonTendency","commonRatings","commonScores","commonGuessesLog10","commonGuesses","mangledTendency","mangledRatings","mangledScores","mangledGuessesLog10","mangledGuesses","passphraseTendency","passphraseRatings","passphraseScores","passphraseGuessesLog10","passphraseGuesses","randomTendency","randomRatings","randomScores","randomGuessesLog10","randomGuesses","predictableTendency","predictableRatings","predictableScores","predictableGuessesLog10","predictableGuesses"
"198","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9YQEcXEZLMGeQDHOj","3","1512005546433","2017-11-30","2625","3100","85","5","7","10","5","4","-0.41935","2.70968","3.12903","7.3751958427955","9757899848500978.0000","-0.6","1","1.6","2.8900588052350176","991.4","-0.14285714285714285","1.8571428571428572","2","3.9222309605877603","11975.42857142857","-0.9","3.5","4.4","11.069104785498876","30238479527634580","0.4","4.6","4.2","10.400000017372655","22020004000001","-0.5","2","2.5","6.008528108629481","1773947"
"199","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9bKAH6qQJV4aQ8vlQ","4","1512006569954","2017-11-30","3625","4100","89","9","11","4","7","10","-0.12195","2.41463","2.53659","5.6494679840440","247117903256.9024","-0.3333333333333333","1.3333333333333333","1.6666666666666667","2.984835412130648","1134.4444444444443","0","1.9090909090909092","1.9090909090909092","3.835473329045294","9702.90909090909","0.25","4","3.75","8.835116377217997","2699661569","0","4","4","9.571428583912061","1445860000001","-0.3","2.2","2.5","6.02339964208737","1527030.8"
"200","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9c0s89TeLymcYTjIQ","5","1512006753022","2017-11-30","4025","4500","90","10","9","8","11","7","-0.24444","2.51111","2.75556","6.6733093982323","32580351222637780.0000","0","1","1","2.09648347319489","337.8","0","1.8888888888888888","1.8888888888888888","3.3999825120533265","4384.888888888889","-0.375","4.375","4.75","13.19909098344894","183139335484115330","-0.45454545454545453","3.3636363636363638","3.8181818181818183","9.363636379871515","91011012727273.73","-0.42857142857142855","2","2.4285714285714284","5.73450250483492","819192.1428571428"
"201","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9cmMi06w4rOKW3y9S","6","1512006951506","2017-11-30","3700","4200","89","8","11","6","6","11","-0.38095","2.21429","2.59524","6.2192939115269","4886412374892878.0000","-0.375","1","1.375","2.8135307161598297","905.375","-0.45454545454545453","1.5454545454545454","2","3.9153575255954194","11695.818181818182","-0.16666666666666666","4.666666666666667","4.833333333333333","14.395977512648718","34204886611140972","-0.3333333333333333","2.6666666666666665","3","6.921271686336428","8895000.833333334","-0.45454545454545453","2.1818181818181817","2.6363636363636362","6.157242779944565","2286292"
"202","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9j4LdgBzeZkiKGXlq","7","1512008602657","2017-11-30","3850","4500","86","7","13","13","4","8","-0.53333","2.33333","2.86667","6.7894858672810","6053529103138109.0000","-0.2857142857142857","1.2857142857142858","1.5714285714285714","2.8152091393536884","1028.2857142857142","-0.38461538461538464","1.4615384615384615","1.8461538461538463","3.669696673655158","8047.7692307692305","-0.9230769230769231","3.6923076923076925","4.615384615384615","11.99673778206369","20954515354566732","-0.25","3.5","3.75","8.750000021726665","27505000001","-0.5","1.875","2.375","5.894594005114883","1466945.5"
"203","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-9k8iBki-DgAtF_TBd","8","1512008883078","2017-11-30","3750","4100","92","5","11","6","12","7","-0.29268","2.65854","2.95122","7.2495265375046","3526707282714532.5000","-0.2","1","1.2","2.7635595471898555","810.6","-0.09090909090909091","1.6363636363636365","1.7272727272727273","3.648133588814984","8445.09090909091","-0.5","4.5","5","13.13714522578516","23915314738239620","-0.3333333333333333","3.75","4.083333333333333","10.16666668150915","91925845000001","-0.42857142857142855","2","2.4285714285714284","6.065778470279274","3108735.5714285714"
"204","VMYzCpJR8dVHOxUAIIe1FnRV6IJ3","125","-L-FE-6ekZ95coxTMjDt","9","1512100853216","2017-12-01","2875","3200","90","2","7","2","15","6","-0.40625","2.71875","3.12500","7.8883143445364","16823361546441512.0000","0","1","1","1.9466033765299238","108","-0.2857142857142857","1.8571428571428572","2.142857142857143","4.234398611542688","14290080.57142857","0","5","5","17.40370915671474","268567673670621700","-0.6666666666666666","3.3333333333333335","4","9.938097984969955","80814802708267.53","-0.16666666666666666","2","2.1666666666666665","5.835528983888032","705016.6666666666"
"258","fv7e5JE1iGer7bvzRku3fBT2s7h1","162","-KyLtURgxWfGYtqpJ971","1","1510065173930","2017-11-07","4350","4900","89","9","7","9","16","8","-0.20408","2.85714","3.06122","7.1149123557023","3617240984046182.5000","-0.4444444444444444","1.3333333333333333","1.7777777777777777","2.999257082314376","1271.5555555555557","0","1.8571428571428572","1.8571428571428572","3.473229694382756","3600.1428571428573","-0.1111111111111111","4.555555555555555","4.666666666666667","12.20358557272474","19681510792459372","-0.1875","3.5625","3.75","8.898343496009842","6950692543125.8125","-0.25","2.125","2.375","5.639877217152812","675246"
"259","fv7e5JE1iGer7bvzRku3fBT2s7h1","162","-KyLtmAWABBhWR4B7gO3","2","1510065250529","2017-11-07","3725","4200","89","3","14","6","8","11","-0.21429","2.50000","2.71429","6.3918202584971","4018837506966761.0000","-0.3333333333333333","1.6666666666666667","2","3.105721249470166","1306.3333333333333","-0.14285714285714285","1.8571428571428572","2","3.795823354343685","10861","-0.6666666666666666","3.8333333333333335","4.5","11.383760438886844","28119694156897564","-0.25","3.375","3.625","9.107166654829465","9126291250000.875","0","2.1818181818181817","2.1818181818181817","5.894351297790975","1914779.7272727273"
"356","tKkNei6f0AeKrUPE1P9zTDUa2Ni1","219","-KyMF8fS5yYrb2zC_qHG","1","1510071113390","2017-11-07","4200","4700","90","9","15","7","6","10","-0.12766","2.51064","2.63830","6.3961521563476","4801328554539655.0000","-0.1111111111111111","1.2222222222222223","1.3333333333333333","2.826319204251222","883.2222222222222","0.13333333333333333","2","1.8666666666666667","3.6449400219535093","9869.4","-0.14285714285714285","4.714285714285714","4.857142857142857","13.455889380212435","31950348717045700","-0.16666666666666666","4","4.166666666666667","11.000000014548869","335000170000001","-0.5","2","2.5","6.031695243199193","2388792"
"357","tKkNei6f0AeKrUPE1P9zTDUa2Ni1","219","-KyQn-0Bm9MzOuRD84PW","2","1510147359191","2017-11-08","4475","4900","92","13","6","12","10","8","-0.18367","2.77551","2.95918","6.8778372765706","1261585835236452.5000","-0.23076923076923078","1.4615384615384615","1.6923076923076923","3.029447779361332","1179","0","1.8333333333333333","1.8333333333333333","3.6774505389993943","6927.333333333333","-0.08333333333333333","4.416666666666667","4.5","11.367720906092485","5142800390153363","-0.2","3.7","3.9","9.44771359094609","10410124000000.9","-0.375","2","2.375","5.584589425462124","586114"
"368","teU3rpHrfAcmyDTfgdpAtvHoT8i1","223","-L-dfPLLEyajZ0YBybLl","1","1512527733568","2017-12-06","2600","3200","82","10","5","2","5","10","-0.12500","2.34375","2.46875","5.5998091350757","2317313635983877.5000","0.2","1.6","1.4","2.7434946373159206","875.4","0.6","2.4","1.8","3.429490318029824","3681","-1","4","5","13.686823217475428","37071784099470024","-0.4","3.4","3.8","9.134067754283164","2093626000000.8","-0.5","2.2","2.7","6.156750915274645","2251690.8"
"369","teU3rpHrfAcmyDTfgdpAtvHoT8i1","223","-L-dg0JoQhxniVSs-lDe","2","1512527893627","2017-12-06","3175","3900","82","10","9","6","6","8","-0.07692","2.46154","2.53846","5.6696161947390","395185967333559.4000","-0.1","1.4","1.5","2.8958423574919605","1084.5","0.6666666666666666","2.4444444444444446","1.7777777777777777","3.56803170700999","25968.555555555555","-1.6666666666666667","3","4.666666666666667","10.663247306566275","2568706943879129.5","0.5","3.8333333333333335","3.3333333333333335","7.8333333623659165","1840000001","-0.125","2.375","2.5","6.13310483040234","2811184"
"399","wfdFATpTIkc5iIRu5L3Q76fBC1r1","233","-L-dfSrIyj6Zpgu1Tn-c","1","1512527748490","2017-12-06","1525","1800","85","2","7","3","3","3","-0.27778","2.55556","2.83333","6.1117094277639","565180365158.2222","0","1.5","1.5","2.962532221051002","1053","0.42857142857142855","2.2857142857142856","1.8571428571428572","3.239435166141696","9256.57142857143","-1.3333333333333333","3","4.333333333333333","9.883254585553845","51078434496","-0.6666666666666666","4","4.666666666666667","11.000000144779245","3340000003334","-0.6666666666666666","2","2.6666666666666665","6.2532983012187975","3730818.6666666665"
"400","wfdFATpTIkc5iIRu5L3Q76fBC1r1","233","-L-dfpt-besATQqSJjNZ","2","1512527846067","2017-12-06","1975","2500","79","6","4","3","3","9","-0.36000","2.12000","2.48000","5.8117164836438","1382128861250402.5000","-0.16666666666666666","1.3333333333333333","1.5","2.8000177630684697","982.1666666666666","0.25","2.25","2","3.8551381184842857","9070","-1.3333333333333333","3","4.333333333333333","11.237343610288884","11514407165479594","-1.3333333333333333","2.3333333333333335","3.6666666666666665","9.000000028952977","3333340000001","-0.1111111111111111","2.2222222222222223","2.3333333333333335","5.817802457891266","1642122.2222222222"
"412","yIFXstVRZvZpg5eIrxtO43ALT4i2","243","-L-9ZBCEEEcg8bGJXVtQ","1","1512005746540","2017-11-30","1250","1600","79","1","4","1","7","3","0.00000","3.06250","3.06250","7.2576817048436","63187569364616.4400","-1","1","2","3.2420442393695503","1746","1","3","2","4.565609411893199","158389.75","-1","3","4","9.029679971024938","1070730000","0.42857142857142855","4.285714285714286","3.857142857142857","9.59941425467115","144428575938572.28","-1.6666666666666667","1","2.6666666666666665","6.13094854561082","2299517.3333333335"
"413","yIFXstVRZvZpg5eIrxtO43ALT4i2","243","-L-9ZgOTPBzYnTRJkar2","2","1512005877953","2017-11-30","2600","3000","87","8","5","6","9","2","-0.53333","2.56667","3.10000","7.1678746735321","3980430771910774.0000","-0.5","1.125","1.625","2.969492042672189","1062.125","0","2","2","3.6271202986364512","5591","-0.6666666666666666","3.8333333333333335","4.5","11.766815217307682","19883551369048524","-0.6666666666666666","3.4444444444444446","4.111111111111111","9.900098789609435","12401659161111.889","-1","2","3","6.721460980535616","5272800"
"414","yIFXstVRZvZpg5eIrxtO43ALT4i2","243","-L-9aDRncyRU1ylY7cId","3","1512006279764","2017-11-30","3200","3800","85","8","7","12","6","5","-0.26316","2.76316","3.02632","7.2855954222019","2713843007281089.0000","-0.375","1.125","1.5","2.8586078025796224","1017","0.42857142857142855","2.142857142857143","1.7142857142857142","3.428179611591287","5918","-0.5833333333333334","4.25","4.833333333333333","12.72925679628198","8593834511992168","0.3333333333333333","3.5","3.1666666666666665","7.7719073100503095","3353340467.5","-1","1.8","2.8","6.120796185241976","2536600.8"
