id,user,userID,game,gameIndex,timestamp,isodate,achieved,total,percent,common,mangled,passphrase,random,predictable,overallTendency,overallRatings,overallScores,overallGuessesLog10,overallGuesses,commonTendency,commonRatings,commonScores,commonGuessesLog10,commonGuesses,mangledTendency,mangledRatings,mangledScores,mangledGuessesLog10,mangledGuesses,passphraseTendency,passphraseRatings,passphraseScores,passphraseGuessesLog10,passphraseGuesses,randomTendency,randomRatings,randomScores,randomGuessesLog10,randomGuesses,predictableTendency,predictableRatings,predictableScores,predictableGuessesLog10,predictableGuesses
"10","19TKKRphufR4trh0R1ig4bX6COK2","6","-KcSj6w9ejAerjliLusv","1","1486557577535","2017-02-08","1225","2100","59","6","1","6","8","0","-1.6666666666666667","1.5238095238095237","3.1904761904761907","7.396880789722299","3548140976.952381","-0.8333333333333334","1","1.8333333333333333","3.8407128047855963","13253.666666666666","0","2","2","4.473705886887772","29765","-2.1666666666666665","1.5","3.6666666666666665","8.054192029071437","235141870.33333334","-2.125","1.875","4","9.936420211767285","9137500000.875","NaN","NaN","NaN","NaN","NaN"
"11","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZbrqYK3cc2nq7qBGt","1","1485599374563","2017-01-28","2375","2700","88","5","3","9","10","0","-0.4074074074074074","3","3.4074074074074074","7.79794318675967","3646376802.740741","0","2","2","4.101985674225777","15961.2","-0.3333333333333333","1.6666666666666667","2","4.4645151914051935","65455.666666666664","0","4","4","8.564299782497008","533543054.6666667","-1","3","4","9.95622940546936","9365001000.9","NaN","NaN","NaN","NaN","NaN"
"12","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZxOy32YvRJbpn1gAR","2","1485605017015","2017-01-28","1025","1200","86","1","6","3","2","0","-0.4166666666666667","2.5833333333333335","3","6.943941892915795","1916845069.4166667","-1","1","2","4.420945405921971","26360","-0.5","2","2.5","5.508249869722108","105049465.5","0.3333333333333333","4","3.6666666666666665","8.618952696882692","790605892.6666666","-1","3","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"13","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZxkGT-OV4HJ4fS9IZ","3","1485605097494","2017-01-28","925","1100","85","2","5","1","3","0","-0.2727272727272727","2.3636363636363638","2.6363636363636362","6.318046249968234","2727797434.7272725","-1","1","2","3.9546078002257796","11084","0","2","2","4.976812335109338","135400.2","-1","2","3","6.705231473522048","5072610","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"14","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZy6iddLDL-VC-yNMU","4","1485605188331","2017-01-28","975","1100","89","5","5","0","1","0","-0.2727272727272727","1.9090909090909092","2.1818181818181817","4.519214607471377","909103828.7272727","-0.6","1.4","2","4.064340244327631","16767.6","0","2","2","3.877931892100713","11655.4","NaN","NaN","NaN","NaN","NaN","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"15","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbZyQ8Jq58aEdwjTfbr","5","1485605271670","2017-01-28","825","1000","83","2","4","1","3","0","0.5","3.1","2.6","6.238959935701293","3009481576.3","1","2.5","1.5","3.6237077205006343","13527","0.75","2.75","2","4.291657239959386","65476.5","1","4","3","7.9755549560438235","94526800","-0.3333333333333333","3.6666666666666665","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"16","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbbD87mQciozfgeLfX-","6","1485642938186","2017-01-28","650","800","82","1","4","1","2","0","0.25","2.875","2.625","6.021838063083032","2501128089.875","2","4","2","4.311584347204303","20492","0","2","2","4.228421802843533","25836.25","1","4","3","6.949432945998965","8900880","-0.5","3.5","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"17","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbbDSgcE8xQ0yb9N_9F","7","1485643034612","2017-01-28","1075","1200","90","1","4","3","4","0","-0.08333333333333333","2.9166666666666665","3","7.027552972904264","2730801231","0","2","2","4.466155564752209","29252","-0.25","1.75","2","4.395591581072221","33092.75","0.6666666666666666","4","3.3333333333333335","7.62237958911627","56481048.666666664","-0.5","3.5","4","9.85374375461532","8150002500.75","NaN","NaN","NaN","NaN","NaN"
"18","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KbbDodwxPGgZ1EHoYmh","8","1485643120080","2017-01-28","975","1000","98","2","3","3","2","0","-0.1","2.8","2.9","6.688490381613062","1707832691.4","0","1.5","1.5","3.457690629943503","10693","-0.3333333333333333","1.6666666666666667","2","4.539356837782428","49509.666666666664","0","4","4","8.909400572807252","959382332.6666666","0","4","4","9.811625162237288","7100005000.5","NaN","NaN","NaN","NaN","NaN"
"19","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-Kbjh31tNhF3gWS83Bhd","9","1485785274456","2017-01-30","1350","1500","90","2","4","5","4","0","-0.26666666666666666","2.8","3.066666666666667","7.055947863525017","2767001504.6666665","-0.5","1.5","2","4.278982045360326","19305","-0.25","1.5","1.75","3.968125203477036","44252.5","0.2","4","3.8","8.281750609614544","300961389.2","-0.75","3.25","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"20","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KfLzjy3_O6Qn5zs965y","10","1489665688417","2017-03-16","725","900","81","0","2","5","2","0","0.5555555555555556","3.888888888888889","3.3333333333333335","7.807918304134514","2407232916.4444447","NaN","NaN","NaN","NaN","NaN","0","2","2","4.789824147491592","62812","0.8","4.4","3.6","8.138323288428115","332994124.4","0.5","4.5","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"21","1OjmvT2ih6draa2YOyZwuI4ZDRg2","7","-KfM-5154MXFe-29aAgS","11","1489665791540","2017-03-16","900","1000","90","5","0","3","2","0","-0.2","2.7","2.9","6.3439647879438885","2098058158.6","-0.6","1.4","2","3.994152993369626","10552","NaN","NaN","NaN","NaN","NaN","0.3333333333333333","4","3.6666666666666665","7.822960970834633","326842941.3333333","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"22","1pt0JjfSSUeZ9jsmIsa4VzWd0SS2","8","-L2XO8O6nsuzag3rWTg6","1","1515626730293","2018-01-10","1600","2100","77","3","3","1","6","8","-0.9523809523809523","1.9047619047619047","2.857142857142857","7.036028349524767","16128718690638982","-1","1","2","3.2259279170743924","1691.6666666666667","0","1.3333333333333333","1.3333333333333333","3.1612112510989174","4442","0","5","5","17.52880373348935","337912092346326400","-1","3","4","10.125883100709542","131833354549667.33","-1.375","1.25","2.625","6.288884437219196","3721962.625"
"23","1pt0JjfSSUeZ9jsmIsa4VzWd0SS2","8","-L2XO_4-QzLjzaPIL3i7","2","1515626843064","2018-01-10","2000","2500","80","9","6","3","4","3","-0.72","2.04","2.76","6.439255519960401","8758270907703702","-0.6666666666666666","1","1.6666666666666667","3.0464724009269144","1257","-1","1.3333333333333333","2.3333333333333335","4.87125616234405","516674669.3333333","-1","3.6666666666666665","4.666666666666667","14.370312545813604","72885553158688500","-1","3.25","4.25","10.61928036074042","75027527500000.75","0.3333333333333333","3.3333333333333335","3","6.249180112067002","2155918.6666666665"
"24","2bHctUKNMSeSyQKUdzguf46IHQP2","9","-KkLtU-7m9OoSNU9w5bE","1","1495032789134","2017-05-17","1900","2500","76","9","2","10","4","0","-0.88","2.12","3","6.794794660799136","1729275812.24","-0.7777777777777778","1.2222222222222223","2","3.958806944291866","13538.888888888889","0.5","3","2.5","6.240699815631384","50015149","-1.6","2","3.6","8.175920438991511","313174315.4","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"25","34W85Aa4pkcOEoOOftbEUVRLR8H3","10","-K_20Mg-0PWP8yYeRFpo","1","1482888143594","2016-12-28","725","900","81","0","4","1","4","0","-0.3333333333333333","2.888888888888889","3.2222222222222223","8.026559874044462","4530488422.777778","NaN","NaN","NaN","NaN","NaN","-0.5","1.75","2.25","5.845217340628308","13251705.25","-1","3","4","8.85816950371322","721388980","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"26","34W85Aa4pkcOEoOOftbEUVRLR8H3","10","-K_20hKLLqpinPaLm0kK","2","1482888235021","2016-12-28","1875","2200","86","5","7","4","6","0","0.13636363636363635","3.0454545454545454","2.909090909090909","6.873909591676278","2669420600.7727275","-0.4","1.6","2","4.215306469567927","18175.4","0.2857142857142857","2.2857142857142856","2","5.024233270812585","202335.57142857142","-0.25","3.75","4","8.802987039278793","716436496.5","0.6666666666666666","4.666666666666667","4","9.961316269372539","9310000000.833334","NaN","NaN","NaN","NaN","NaN"
"27","34W85Aa4pkcOEoOOftbEUVRLR8H3","10","-K_2127iH9jXgW3dUcGL","3","1482888323140","2016-12-28","2250","2800","81","8","9","6","5","0","-0.7142857142857143","2.0714285714285716","2.7857142857142856","6.465191990049887","1851440101.5","-0.625","1.375","2","4.181678057877802","16323.625","-0.5555555555555556","1.5555555555555556","2.111111111111111","5.269066903923748","11220517.111111112","-1.3333333333333333","2.5","3.8333333333333335","8.358391520473921","289867932.3333333","-0.4","3.6","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"28","4BAf626ZhOOvlxBayh6FHSJqptk1","11","-L-9Xmv09WiFVYcq84t4","1","1512005381420","2017-11-30","1650","2000","83","6","5","2","5","2","-0.7","1.75","2.45","5.574677736646096","50066010907066.45","-0.3333333333333333","1","1.3333333333333333","2.8498741851624505","1010.3333333333334","-0.2","1.6","1.8","3.598334283462512","6613.6","-3","1.5","4.5","10.119436221536358","660083300197","-0.8","2.6","3.4","8.600000034743555","200000008000001","-0.5","2.5","3","6.581882793922069","5750900"
"29","4BAf626ZhOOvlxBayh6FHSJqptk1","11","-L-9YHvUEKkjP2Gl2JDU","2","1512005513303","2017-11-30","1625","2100","78","5","4","5","4","3","-0.047619047619047616","2.9047619047619047","2.9523809523809526","6.92444439783822","4012115416927964","0.2","1.8","1.6","2.9295659712174675","1166.8","1.5","3.5","2","3.383605713141818","2954","-1","3.8","4.8","12.90012452749411","16850864545608176","-0.5","3.25","3.75","8.50000002182438","25255000001","-0.3333333333333333","2","2.3333333333333335","6.243485640393318","2476240.3333333335"
"30","4Y07tRQsumhszz33EgTre2BG3mK2","12","-KYFXKtktIAAAk_jjV13","1","1480967413455","2016-12-05","2425","3200","76","12","4","8","8","0","-0.53125","2.4375","2.96875","6.833750185776881","2660140399.96875","-0.16666666666666666","1.8333333333333333","2","4.110598118359353","15087.583333333334","1.25","3.25","2","5.004706196633094","189693","-1.875","2","3.875","8.666750467208512","640444121","-0.625","3.375","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"31","5UD4muJJpnYe7uLnXZCGU7mrdtS2","13","-KnnI4rcVLMMlPfZ08Dz","1","1498730485943","2017-06-29","2300","3600","64","9","9","9","9","0","-1.4444444444444444","1.5277777777777777","2.9722222222222223","6.867382447568035","2606507171.1666665","-1","1","2","3.971749691338712","10595.333333333334","-0.5555555555555556","1.5555555555555556","2.111111111111111","5.182625568633889","612444.1111111111","-2.5555555555555554","1.2222222222222223","3.7777777777777777","8.315154530256102","425405644.2222222","-1.6666666666666667","2.3333333333333335","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"32","5UfbfQprNSfxpbCUQ4DK2h6xElJ3","14","-KYFJOhUUJArFoJMlWZn","1","1480963757749","2016-12-05","2025","2600","78","3","6","9","8","0","-0.8076923076923077","2.4615384615384617","3.269230769230769","7.502747356360396","2590931495.5384617","-0.6666666666666666","1.3333333333333333","2","3.7591948032644833","7839.666666666667","-0.16666666666666666","1.8333333333333333","2","4.792449461237099","89771.83333333333","-1.5555555555555556","2.3333333333333335","3.888888888888889","8.527039622986436","487515192","-0.5","3.5","4","9.786974185159536","7872002500.75","NaN","NaN","NaN","NaN","NaN"
"33","5apJd4EOCWbZANt6Q96Hhq5Pkxa2","15","-L-FaAtkdJpfDtQXw2ym","1","1512106933561","2017-12-01","850","1200","71","2","1","3","2","4","-0.5","2.4166666666666665","2.9166666666666665","7.327956736888108","469948843055710.75","-0.5","1","1.5","2.877021193392718","1025","2","4","2","3.7882390973821676","6141","-2.3333333333333335","2.3333333333333335","4.666666666666667","13.477834135356408","1879795362883216","1","4","3","7.000000043429445","10000001","-0.5","2","2.5","5.98992421639039","2002672"
"34","5q5OgUGLb2PFzMwlBaVhvrzkwYp1","16","-KkLtYt9Sk1xvabs2bHu","1","1495032805893","2017-05-17","1200","1800","67","4","4","5","5","0","-1.1111111111111112","1.9444444444444444","3.0555555555555554","7.037221003591694","2574412025.0555553","-0.75","1.25","2","4.20048852843603","18409.5","0","2","2","4.248727471706129","36740.25","-1.8","2","3.8","8.685190896303396","707837169.6","-1.6","2.4","4","9.889431916512976","8560002000.8","NaN","NaN","NaN","NaN","NaN"
"35","6o8nsLc67nPtIPmmuFE0UdG3iih1","17","-KYKnG_k_9LNM8pXYwiA","1","1481055737898","2016-12-06","1550","2000","78","4","6","4","6","0","0.7","3.8","3.1","7.085962962565475","3858210467.35","1.5","3.5","2","3.9823500714417133","15311.25","0.8333333333333334","3.3333333333333335","2.5","5.312089982220049","3285036490.8333335","0.25","4","3.75","8.549331311409404","551482288","0.3333333333333333","4.333333333333333","4","9.95333230443079","9208000000.833334","NaN","NaN","NaN","NaN","NaN"
"36","71bG32N9BxeDhoy3wqjW4AflOcq1","18","-KYFG1h7gbTqyQ231Rex","1","1480962878215","2016-12-05","1550","2400","65","3","8","7","6","0","-0.75","2.25","3","6.901343384608734","2604993248.2083335","-0.3333333333333333","1.6666666666666667","2","3.938146502591827","13041","0.5","2.5","2","4.444779398833719","113756.75","-2.142857142857143","1.5714285714285714","3.7142857142857144","8.322795218843408","359841253.4285714","-1","3","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"37","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYFBU4bXurPlWRP8TGA","1","1480961683594","2016-12-05","2175","2600","84","3","8","6","9","0","0.11538461538461539","3.1153846153846154","3","7.155166136833253","3520579104.3846154","0","2","2","4.381741064312851","24731.666666666668","0","2","2","4.675683213970981","83777","1.1666666666666667","4.5","3.3333333333333335","7.580605108761218","255718715.66666666","-0.4444444444444444","3.5555555555555554","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"38","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYFBrNQXS8dFJ0YvQW1","2","1480961774303","2016-12-05","875","1000","88","4","1","1","4","0","0.1","3","2.9","6.712529834097782","4002096127.5","-0.5","1.5","2","3.5700026407498404","6009.75","1","3","2","5.5314789170422545","340000","0","3","3","7.313808860762482","20597232","0.5","4.5","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"39","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYFCDFzBE4vfW8zy-GG","3","1480961864414","2016-12-05","900","1000","90","3","1","3","3","0","0","3.2","3.2","7.073788926123551","3055563950.6","0","2","2","4.110736091789718","14203.333333333334","1","3","2","3.6363875858131562","4329","0","4","4","8.256431133307638","185197521.33333334","-0.3333333333333333","3.6666666666666665","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"40","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYFCf1Pas-v0sVPBLv4","4","1480961986539","2016-12-05","875","1000","88","5","3","0","2","0","0.1","2.5","2.4","5.49643366057928","2000032113.6","0.2","2.2","2","4.179647281773555","15451.8","0.6666666666666666","2.6666666666666665","2","4.688700065612722","81291.66666666667","NaN","NaN","NaN","NaN","NaN","-1","3","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"41","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYGVEmAnzTA99K9mziq","5","1480983618979","2016-12-06","800","1000","80","2","5","2","1","0","0.8","3.4","2.6","6.190730589137476","1158897297","1.5","3.5","2","4.384102182808183","24585.5","1","3","2","5.071063784235738","159653.6","0","4","4","8.891891302268139","794062765","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"42","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYGVc_kB7p8C2qGlRGj","6","1480983713891","2016-12-06","825","900","92","3","0","5","1","0","-0.3333333333333333","2.7777777777777777","3.111111111111111","6.993249543023086","1290454875.3333333","0","2","2","4.092163966894284","18354.333333333332","NaN","NaN","NaN","NaN","NaN","-0.4","3.2","3.6","8.132550797296298","322807762.8","-1","3","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"43","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYGVvqHiCx2krh2yH-z","7","1480983803095","2016-12-06","925","1000","93","3","4","1","2","0","0.1","2.7","2.6","6.048879218931405","2053627293.1","0.6666666666666666","2.6666666666666665","2","4.069807027567505","16570.666666666668","0","2","2","4.887581065000618","92190.25","-1","3","4","8.729046846522204","535854456","0","4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"44","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KYGWGh3yMnI6j2ngzjP","8","1480983899212","2016-12-06","1000","1100","91","3","2","4","2","0","0","3","3","6.8841918468868135","1962808286.1818182","0","2","2","4.127406995072274","17790","1","3","2","5.097488841241351","170768","-0.25","3.5","3.75","8.28722791199214","397624060","-0.5","3.5","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"45","75mZOzels9UwhQKpxf04iyg6mAE2","19","-KaXMtX8ZaqCAPARFaNc","9","1484487875802","2017-01-15","950","1100","87","3","1","2","5","0","-0.36363636363636365","2.8181818181818183","3.1818181818181817","7.483317422707383","4582902195.818182","-0.3333333333333333","1.6666666666666667","2","3.77605890494695","6097.333333333333","1","3","2","4.701196560612873","50257","-0.5","3","3.5","8.143559187055175","205927800","-0.6","3.4","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"46","7CAuO7xJuMf7kBcnNd5btXsSjrw2","20","-L-fbkSdskuLM5WH8CBP","1","1512560334631","2017-12-06","1375","1600","86","3","2","2","7","2","-0.4375","2.6875","3.125","7.445598173176239","63209020609306.875","0","1.3333333333333333","1.3333333333333333","2.6125147896656915","633.6666666666666","0.5","2.5","2","3.805023437378411","6533","-2","2.5","4.5","10.839231594354889","666150846472","-0.5714285714285714","3.4285714285714284","4","10.000000012538706","144287431428572.44","0","2.5","2.5","6.0017581252926036","4020496"
"47","8B7xwXCkrOatGCeNJhWTCTnej3f1","21","-KeZRNqhIdTGdNWQ8Ket","1","1488817599012","2017-03-06","2250","2800","81","4","5","9","10","0","-0.2857142857142857","3.0357142857142856","3.3214285714285716","7.786120896595115","3503752738","-0.5","1.5","2","4.21926168231781","18500.75","0.8","2.8","2","5.070278615485992","176706.8","-1.3333333333333333","2.5555555555555554","3.888888888888889","8.4640625397195","451567679.7777778","0.2","4.2","4","9.960638244048647","9404001000.9","NaN","NaN","NaN","NaN","NaN"
"48","8zw2GkWNzkYPpsAIrWEkUccJFpA2","22","-KkM8GWlaV2v8wBtZO_7","1","1495036921487","2017-05-17","1425","1700","84","4","5","6","2","0","-0.6470588235294118","2.1176470588235294","2.764705882352941","6.2695655506821275","1367639138","-0.75","1.25","2","4.204423314225941","20196","-0.2","1.8","2","4.173870670365807","45287.6","-1","2.5","3.5","8.149261292129415","541593020.3333334","-0.5","3.5","4","10.000000000043428","10000000001","NaN","NaN","NaN","NaN","NaN"
"49","9EGGoT09dwebYGVUJCsNwR698EI2","23","-KYFNEI0BJONulMEvH_C","1","1480964763879","2016-12-05","1775","2200","81","3","9","5","5","0","-0.22727272727272727","2.590909090909091","2.8181818181818183","6.708671026138479","2171486799.2272725","0","2","2","4.045982823878777","12050.333333333334","0.4444444444444444","2.4444444444444446","2","4.964499101916485","206686.88888888888","-1.8","1.8","3.6","8.210465671924108","504562649.2","0","4","4","9.943998765308262","9049600000.8","NaN","NaN","NaN","NaN","NaN"
"50","9bmMG1xbbQMuckZ92Da5E1CexLD3","24","-KYFUXBj3CPEu6AY3BdE","1","1480966677182","2016-12-05","2925","3800","77","9","10","15","4","0","0.8157894736842105","3.763157894736842","2.9473684210526314","6.579663895179043","827577173.3421053","0.3333333333333333","2.2222222222222223","1.8888888888888888","3.900897081529301","13257.555555555555","1.4","3.4","2","4.7384608483100905","95935.9","0.6666666666666666","4.6","3.933333333333333","8.62695214840635","569669593.8666667","1","5","4","9.532565893460934","5725452500.5","NaN","NaN","NaN","NaN","NaN"
"51","9bmMG1xbbQMuckZ92Da5E1CexLD3","24","-KYFokud39sCIKRrc4S7","2","1480972239757","2016-12-05","2425","2700","90","7","5","4","11","0","0.4074074074074074","3.4074074074074074","3","7.158661555481853","3902591553.185185","0.14285714285714285","2","1.8571428571428572","4.0138647329933255","14422.857142857143","0.2","2.2","2","4.819359831407725","170530.8","0.5","4","3.5","7.852645453242929","147254578","0.6363636363636364","4.636363636363637","4","9.970857081549672","9525454546.363636","NaN","NaN","NaN","NaN","NaN"
"52","9bmMG1xbbQMuckZ92Da5E1CexLD3","24","-KYFp0RtVtn7O3C_UedB","3","1480972308447","2016-12-05","3425","3800","91","7","6","12","13","0","0.2894736842105263","3.5789473684210527","3.289473684210526","7.6587566026816996","3395813883.5526314","0","2","2","4.097888337797302","14955.714285714286","0","2.1666666666666665","2.1666666666666665","5.201996842704803","16723821.166666666","0.16666666666666666","4","3.8333333333333335","8.481404615083308","554706662.1666666","0.6923076923076923","4.6923076923076925","4","9.950668930776535","9406461539.384615","NaN","NaN","NaN","NaN","NaN"
